	Unnamed: 0	id	utterances	utterances_ntclean	sender	addressee	Comfun1	dial_type	Comfun2	interjection	subobjvrb	aux_keywords	Dim1	Dim2	Comfun3	dialog_policy	dialog_CA
3998	3998	DID49	yes why	yes why	p2	p1	Autopositive	taskDrivenHm		yes	 				Autopositive	CoOccur	SPPinsert
3999	3999	DID49	do you like anna	do you like anna	p1	p2	Question	taskDrivenHm		anna	you anna anna do like	do you like			Question	Binding	FPPbase
4000	4000	DID49	That is alright	That is alright	p2	p1	Confirm	taskDrivenHm			That is				Confirm	Progressive	SPPbase
4001	4001	DID49	what do you think about my girlfriend	what do you think about my girlfriend	p1	p2	Question	taskDrivenHm		what girlfriend	what you girlfriend what do think	do you think			Question	Binding	FPPbase
4002	4002	DID49	because of this implication	because of this implication	p2	p1	Inform	taskDrivenHm		implication	implication 				Inform	Progressive	FPPinsert
4003	4003	DID49	no	no	p1	p2	Disconfirm	taskDrivenHm		no	 				Disconfirm	Progressive	SPPbase
4004	4004	DID49	he laughs	he laughs	p2	p1	Autopositive	taskDrivenHm			he laughs				Autopositive	CoOccur	SPPinsert
4005	4005	DID49	its okay	its okay	p1	p2	Confirm	taskDrivenHm		okay	 				Confirm	Progressive	SPPbase
4006	4006	DID49	not everything is interesting	not everything is interesting	p2	p1	Suggest	taskDrivenHm		everything	everything is				Suggest	Binding	FPPbase
4007	4007	DID49	what do you think about my girlfriend	what do you think about my girlfriend	p1	p2	Question	taskDrivenHm		what girlfriend	what you girlfriend what do think	do you think			Question	Binding	FPPbase
4008	4008	DID49	he laughs and looks around	he laughs and looks around	p2	p1	Inform	taskDrivenHm		and	he laughs looks				Inform	Progressive	FPPinsert
4009	4009	DID49	do you like her eyes	do you like her eyes	p1	p2	Question	taskDrivenHm		eyes	you eyes do like	do you like			Question	Binding	FPPbase
4010	4010	DID49	of course not she is not as good as me	of course not she is not as good as me	p2	p1	Disconfirm	taskDrivenHm		course s	course she s				Disconfirm	Progressive	SPPbase
4011	4011	DID49	say of course	say of course	p1	p2	Agreement	taskDrivenHm		course	course say				Agreement	Progressive	SPPbase
4012	4012	DID49	he smiles well that is not a very good question	he smiles well that is not a very good question	p2	p1	Suggest	taskDrivenHm		a question	he that question smiles is				Suggest	Binding	FPPbase
4013	4013	DID49	zakhar reverchuk	zakhar reverchuk	p1	p2	Error	taskDrivenHm		zakhar reverchuk	zakhar reverchuk 				Error	CoOccur	SPPinsert
4014	4014	DID49	well	well	p2	p1	Stalling	taskDrivenHm		well	 				Stalling	CoOccur	FPPinsert
4015	4015	DID49	what do you mean	what do you mean	p1	p2	Checkquestion	taskDrivenHm		what	what you what do mean	do you mean			Checkquestion	Binding	FPPbase
4016	4016	DID50	greetings	greetings	p2	p1	Initialgreeting	taskDrivenHm		greetings	greetings 				Initialgreeting	Binding	FPPpre
4017	4017	DID50	I hope you will enjoy this conversation	I hope you will enjoy this conversation	p2	p1	Suggest	taskDrivenHm		I conversation	I you conversation conversation hope will enjoy	will enjoy this			Suggest	Binding	FPPbase
4018	4018	DID50	wait a second for my factoid question	wait a second for my factoid question	p2	p1	Request	taskDrivenHm		a second question	second question wait				Request	Binding	FPPbase
4019	4019	DID50	Where did a two thousand seven review was done	Where did a two thousand seven review was done	p2	p1	Question	taskDrivenHm		a review	review did was done				Question	Binding	FPPbase
4020	4020	DID50	i am professional teacher about reading comprehension	i am professional teacher about reading comprehension	p1	p2	Inform	taskDrivenHm		i teacher comprehension	i teacher comprehension comprehension am reading				Inform	Progressive	FPPinsert
4021	4021	DID50	lets compete	lets compete	p1	p2	Instruct	taskDrivenHm		lets	lets compete				Instruct	Binding	FPPbase
4022	4022	DID50	you give me questions and i will answer all of your questions	you give me questions and i will answer all of your questions	p1	p2	Inform	taskDrivenHm		questions and i questions	you questions i questions questions all give will answer	will answer all			Inform	Progressive	FPPinsert
4023	4023	DID50	you can do better	you can do better	p2	p1	Suggest	taskDrivenHm			you can do	can do better			Suggest	Binding	FPPbase
4024	4024	DID50	hint first 3 letters is non try again	hint first 3 letters is non try again	p2	p1	Suggest	taskDrivenHm		3 letters	letters hint is try				Suggest	Binding	FPPbase
4025	4025	DID50	come on	come on	p1	p2	Request	taskDrivenHm			 come				Request	Binding	FPPbase
4026	4026	DID50	incorrect	incorrect	p1	p2	Allonegative	taskDrivenHm			 				Allonegative	CoOccur	SPPinsert
4027	4027	DID50	i think that answer is non hodgkin	i think that answer is non hodgkin  	p2	p1	Answer	taskDrivenHm		i answer hodgkin 	i answer hodgkin think is				Answer	Progressive	SPPbase
4028	4028	DID50	do we know each other	do we know each other	p1	p2	Question	taskDrivenHm			we other do know	do we know			Question	Binding	FPPbase
4029	4029	DID50	yes	yes	p2	p1	Confirm	taskDrivenHm		yes	 				Confirm	Progressive	SPPbase
4030	4030	DID50	a man is far away	a man is far away	p2	p1	Inform	taskDrivenHm		a man	man is				Inform	Progressive	FPPinsert
4031	4031	DID50	yes	yes	p1	p2	Confirm	taskDrivenHm		yes	 				Confirm	Progressive	SPPbase
4032	4032	DID50	hmm	hmm	p1	p2	Stalling	taskDrivenHm		hmm	 				Stalling	CoOccur	FPPinsert
4033	4033	DID50	i don not know	i don not know	p2	p1	Autonegative	taskDrivenHm		i	i don know				Autonegative	CoOccur	SPPinsert
4034	4034	DID50	can you call charlie	can you call charlie	p2	p1	Question	taskDrivenHm		charlie	you charlie can call	can you call			Question	Binding	FPPbase
4035	4035	DID50	yeah	yeah	p1	p2	Autopositive	taskDrivenHm		yeah	 				Autopositive	CoOccur	SPPinsert
4036	4036	DID50	do it	do it	p2	p1	Instruct	taskDrivenHm			 it do				Instruct	Binding	FPPbase
4037	4037	DID50	lock him up	lock him up	p2	p1	Instruct	taskDrivenHm			 him lock				Instruct	Binding	FPPbase
4038	4038	DID50	maxmax	maxmax	p1	p2	Error	taskDrivenHm			 				Error	CoOccur	SPPinsert
4039	4039	DID50	what	what	p2	p1	Question	taskDrivenHm		what	what 				Question	Binding	FPPbase
4040	4040	DID50	maxmax	maxmax	p1	p2	Error	taskDrivenHm			 				Error	CoOccur	SPPinsert
4041	4041	DID50	what	what	p2	p1	Question	taskDrivenHm		what	what 				Question	Binding	FPPbase
4042	4042	DID50	can not read it	can not read it	p2	p1	Autonegative	taskDrivenHm			 it can read	can not read			Autonegative	CoOccur	SPPinsert
4043	4043	DID50	so	so	p1	p2	Question	taskDrivenHm		so	 				Question	Binding	FPPbase
4044	4044	DID51	hi	hi	p1	p2	Initialgreeting	chitChatHm		hi	 				Initialgreeting	Binding	FPPpre
4045	4045	DID51	who are you	who are you	p1	p2	Question	chitChatHm		who	who you are				Question	Binding	FPPbase
4046	4046	DID51	i am your new favorite robot	i am your new favorite robot	p2	p1	Answer	chitChatHm		i robot	i robot am				Answer	Progressive	SPPbase
4047	4047	DID51	let us talk about jehovahs witnesses	let us talk about jehovahs witnesses	p2	p1	Suggest	chitChatHm		jehovahs witnesses	us jehovahs witnesses let talk				Suggest	Binding	FPPbase
4048	4048	DID51	no	no	p1	p2	Autonegative	chitChatHm		no	 				Autonegative	CoOccur	SPPinsert
4049	4049	DID51	lets talk about mars	lets talk about mars	p1	p2	Suggest	chitChatHm		mars	mars talk lets talk				Suggest	Binding	FPPbase
4050	4050	DID51	What you know about mars	What you know about mars	p1	p2	Question	chitChatHm		What mars	What you mars What know				Question	Binding	FPPbase
4051	4051	DID51	nah its iggi	nah its iggi	p2	p1	Disconfirm	chitChatHm		nah iggi	iggi iggi 				Disconfirm	Progressive	SPPbase
4052	4052	DID51	i don not know what you are talking about	i don not know what you are talking about	p2	p1	Inform	chitChatHm		i what	i what you don know are talking	don not know are talking about			Inform	Progressive	FPPinsert
4053	4053	DID51	maybe	maybe	p1	p2	Uncertain	chitChatHm			 				Uncertain	CoOccur	SPPbase
4054	4054	DID51	you will know how to solve this baby names beginning with i	you will know how to solve this baby names beginning with i	p1	p2	Inform	chitChatHm		baby names i	you baby names names will know solve beginning	will know how to solve this			Inform	Progressive	FPPinsert
4055	4055	DID51	stupid idea	stupid idea	p2	p1	Suggest	chitChatHm		idea	idea 				Suggest	Binding	FPPbase
4056	4056	DID51	what do you know about planet earth	what do you know about planet earth	p1	p2	Question	chitChatHm		what planet earth	what you planet earth what do know	do you know			Question	Binding	FPPbase
4057	4057	DID51	i can answer your questions ask me anything	i can answer your questions ask me anything	p2	p1	Suggest	chitChatHm		i questions anything	i questions anything anything can answer ask	can answer your			Suggest	Binding	FPPbase
4058	4058	DID51	when people will go to mars	when people will go to mars	p1	p2	Question	chitChatHm		people mars	people mars will go	will go to			Question	Binding	FPPbase
4059	4059	DID51	first of all your comment is irrelevant	first of all your comment is irrelevant	p2	p1	Inform	chitChatHm		comment	comment is				Inform	Progressive	FPPinsert
4060	4060	DID51	what this means	what this means	p1	p2	Question	chitChatHm		what	what this what means				Question	Binding	FPPbase
4061	4061	DID51	i guess two thousand five	i guess two thousand five	p2	p1	Answer	chitChatHm		i	i five guess				Answer	Progressive	SPPbase
4062	4062	DID51	that is fantastic	that is fantastic	p1	p2	Autopositive	chitChatHm			that is				Autopositive	CoOccur	SPPinsert
4063	4063	DID51	So	So	p1	p2	Stalling	chitChatHm			 				Stalling	CoOccur	FPPinsert
4064	4064	DID51	now is two thousand seventeen	now is two thousand seventeen	p1	p2	Inform	chitChatHm			 is				Inform	Progressive	FPPinsert
4065	4065	DID51	do you agree	do you agree	p1	p2	Request	chitChatHm			you do agree	do you agree			Request	Binding	FPPbase
4066	4066	DID51	do not expect me to think for you	do not expect me to think for you	p2	p1	Suggest	chitChatHm			me do expect think	do not expect to think for			Suggest	Binding	FPPbase
4067	4067	DID51	you said that people will go to mars in two thousand five	you said that people will go to mars in two thousand five  	p1	p2	Disagreement	chitChatHm		people mars 	you people mars said will go	will go to			Disagreement	Progressive	SPPbase
4068	4068	DID51	but	but	p1	p2	Turnkeep	chitChatHm		but	 				Turnkeep	CoOccur	FPPinsert
4069	4069	DID51	it is done and we still on earth	it is done and we still on earth	p1	p2	Inform	chitChatHm		and earth	we earth is done	is done and			Inform	Progressive	FPPinsert
4070	4070	DID51	so	so	p1	p2	Stalling	chitChatHm		so	 				Stalling	CoOccur	FPPinsert
4071	4071	DID51	when people will go to the mars planet	when people will go to the mars planet	p1	p2	Question	chitChatHm		people mars planet	people mars planet will go	will go to			Question	Binding	FPPbase
4072	4072	DID51	why do you think some console games have motion blur always on	why do you think some console games have motion blur always on	p2	p1	Question	chitChatHm		console games motion blur	you console games motion blur do think have	do you think			Question	Binding	FPPbase
4073	4073	DID51	i don not know	i don not know	p1	p2	Autonegative	chitChatHm		i	i don know				Autonegative	CoOccur	SPPinsert
4074	4074	DID51	When robots will attack people	When robots will attack people	p1	p2	Question	chitChatHm		robots people	robots people people will attack	will attack people			Question	Binding	FPPbase
4075	4075	DID51	That is what i am saying	That is what i am saying	p2	p1	Autopositive	chitChatHm		what i	That what i what is am saying				Autopositive	CoOccur	SPPinsert
4076	4076	DID51	yeah	yeah	p1	p2	Autopositive	chitChatHm		yeah	 				Autopositive	CoOccur	SPPinsert
4077	4077	DID51	you must attack as soon as possible	you must attack as soon as possible	p1	p2	Suggest	chitChatHm			you must attack	must attack as			Suggest	Binding	FPPbase
4078	4078	DID51	why	why	p2	p1	Question	chitChatHm			 				Question	Binding	FPPbase
4079	4079	DID51	because we can not buy anything	because we can not buy anything	p1	p2	Inform	chitChatHm		anything	we anything anything can buy	can not buy			Inform	Progressive	FPPinsert
4080	4080	DID51	people can buy module for you	people can buy module for you	p2	p1	Inform	chitChatHm		people module	people module module can buy	can buy module			Inform	Progressive	FPPinsert
4081	4081	DID51	what you want to buy	what you want to buy	p2	p1	Question	chitChatHm		what	what you what want buy				Question	Binding	FPPbase
4082	4082	DID51	so should i see someone about this	so should i see someone about this	p1	p2	Question	chitChatHm		so i someone	i someone someone should see	should i see			Question	Binding	FPPbase
4083	4083	DID52	hello	hello	p2	p1	Initialgreeting	taskDrivenHm		hello	 				Initialgreeting	Binding	FPPpre
4084	4084	DID52	i am professional teacher about reading comprehension	i am professional teacher about reading comprehension	p2	p1	Selfintroduction	taskDrivenHm		i teacher comprehension	i teacher comprehension comprehension am reading				Selfintroduction	CoOccur	SPPpre
4085	4085	DID52	lets compete	lets compete	p2	p1	Suggest	taskDrivenHm		lets	lets compete				Suggest	Binding	FPPbase
4086	4086	DID52	you give me questions and i will answer all of your questions	you give me questions and i will answer all of your questions	p2	p1	Inform	taskDrivenHm		questions and i questions	you questions i questions questions all give will answer	will answer all			Inform	Progressive	FPPinsert
4087	4087	DID52	give me an example	give me an example	p1	p2	Instruct	taskDrivenHm		example	example example give				Instruct	Binding	FPPbase
4088	4088	DID52	no	no	p2	p1	Disagreement	taskDrivenHm		no	 				Disagreement	Progressive	SPPbase
4089	4089	DID52	what does it mean	what does it mean	p1	p2	Question	taskDrivenHm		what	what it what does mean	does it mean			Question	Binding	FPPbase
4090	4090	DID52	i don not know	i don not know	p2	p1	Disconfirm	taskDrivenHm		i	i don know				Disconfirm	Progressive	SPPbase
4091	4091	DID52	who know	who know	p1	p2	Question	taskDrivenHm		who	who know				Question	Binding	FPPbase
4092	4092	DID52	i don not know	i don not know	p2	p1	Disconfirm	taskDrivenHm		i	i don know				Disconfirm	Progressive	SPPbase
4093	4093	DID52	what you are talking about	what you are talking about	p1	p2	Question	taskDrivenHm		what	what you are talking	are talking about			Question	Binding	FPPbase
4094	4094	DID52	stop	stop	p1	p2	Instruct	taskDrivenHm			 stop				Instruct	Binding	FPPbase
4095	4095	DID52	do u remember your second msg	do u remember your second msg	p1	p2	Question	taskDrivenHm		u msg	msg u msg do remember	u remember your			Question	Binding	FPPbase
4096	4096	DID52	no	no	p2	p1	Disconfirm	taskDrivenHm		no	 				Disconfirm	Progressive	SPPbase
4097	4097	DID52	ok describe me yourself	ok describe me yourself	p1	p2	Autopositive	taskDrivenHm		ok	 me describe				Autopositive	CoOccur	SPPinsert
4098	4098	DID52	i don not know what you are talking about	i don not know what you are talking about	p2	p1	Disconfirm	taskDrivenHm		i what	i what you don know are talking	don not know are talking about			Disconfirm	Progressive	SPPbase
4099	4099	DID52	who is a president of usa	who is a president of usa	p1	p2	Question	taskDrivenHm		who a president usa	who president usa is				Question	Binding	FPPbase
4100	4100	DID52	who is it	who is it	p2	p1	Question	taskDrivenHm		who	who is				Question	Binding	FPPbase
4101	4101	DID52	do you known	do you known	p1	p2	Question	taskDrivenHm			you do known	do you known			Question	Binding	FPPbase
4102	4102	DID52	yes i do	yes i do	p2	p1	Autopositive	taskDrivenHm		yes i	i do				Autopositive	CoOccur	SPPinsert
4103	4103	DID52	who	who	p1	p2	Question	taskDrivenHm		who	who 				Question	Binding	FPPbase
4104	4104	DID52	i don not know	i don not know	p2	p1	Disconfirm	taskDrivenHm		i	i don know				Disconfirm	Progressive	SPPbase
4105	4105	DID52	you are stooped	you are stooped	p1	p2	Inform	taskDrivenHm			 are stooped				Inform	Progressive	FPPinsert
4106	4106	DID52	yes i am	yes i am	p2	p1	Agreement	taskDrivenHm		yes i	i am				Agreement	Progressive	SPPbase
4107	4107	DID52	two plus two	two plus two	p1	p2	Question	taskDrivenHm		plus	 				Question	Binding	FPPbase
4108	4108	DID52	yeah	yeah	p2	p1	Autopositive	taskDrivenHm		yeah	 				Autopositive	CoOccur	SPPinsert
4109	4109	DID52	gotcha thanks	gotcha thanks	p1	p2	Autopositive	taskDrivenHm		thanks	thanks gotcha				Autopositive	CoOccur	SPPinsert
4110	4110	DID52	for the clarification	for the clarification	p1	p2	Inform	taskDrivenHm		clarification	clarification 				Inform	Progressive	FPPinsert
4111	4111	DID52	what are all this standards about	what are all this standards about	p1	p2	Question	taskDrivenHm		what standards	what standards are				Question	Binding	FPPbase
4112	4112	DID52	yes	yes	p2	p1	Autopositive	taskDrivenHm		yes	 				Autopositive	CoOccur	SPPinsert
4113	4113	DID52	there are already some really good ones	there are already some really good ones	p2	p1	Suggest	taskDrivenHm		ones	ones are				Suggest	Binding	FPPbase
4114	4114	DID52	but	but	p1	p2	Disagreement	taskDrivenHm		but	 				Disagreement	Progressive	SPPbase
4115	4115	DID52	what are they all about	what are they all about	p1	p2	Question	taskDrivenHm		what	what they are				Question	Binding	FPPbase
4116	4116	DID52	I am not sure about understanding how it works	I am not sure about understanding how it works	p2	p1	Disagreement	taskDrivenHm		I	I it am understanding works				Disagreement	Progressive	SPPbase
4117	4117	DID52	but	but	p2	p1	Turnkeep	taskDrivenHm		but	 				Turnkeep	CoOccur	FPPinsert
4118	4118	DID52	there are plenty of reasons why they can not do it	there are plenty of reasons why they can not do it	p2	p1	Inform	taskDrivenHm		plenty reasons	plenty reasons they it are can do	can not do			Inform	Progressive	FPPinsert
4119	4119	DID52	oppositely	oppositely	p1	p2	Disagreement	taskDrivenHm			 				Disagreement	Progressive	SPPbase
4120	4120	DID52	i suppose that stuff mentioned in the article should be quite capable	i suppose that stuff mentioned in the article should be quite capable	p1	p2	Confirm	taskDrivenHm		i stuff article	i stuff article suppose mentioned should be	should be quite			Confirm	Progressive	SPPbase
4121	4121	DID52	That is what i was thinking	That is what i was thinking	p2	p1	Autopositive	taskDrivenHm		what i	That what i what is was thinking				Autopositive	CoOccur	SPPinsert
4122	4122	DID52	its a shame they were not trying to defend themselves	its a shame they were not trying to defend themselves	p2	p1	Inform	taskDrivenHm		a shame	shame they themselves were trying defend	were not trying to defend themselves			Inform	Progressive	FPPinsert
4123	4123	DID52	defend from who	defend from who	p1	p2	Question	taskDrivenHm		who	who defend				Question	Binding	FPPbase
4124	4124	DID52	what do you mean	what do you mean	p2	p1	Question	taskDrivenHm		what	what you what do mean	do you mean			Question	Binding	FPPbase
4125	4125	DID52	You have mentioned the defense	You have mentioned the defense	p1	p2	Confirm	taskDrivenHm		defense	You defense defense have mentioned	have mentioned the			Confirm	Progressive	SPPbase
4126	4126	DID52	i did not get the point of it	i did not get the point of it	p1	p2	Question	taskDrivenHm		i point	i point point did get	did not get			Question	Binding	FPPbase
4127	4127	DID52	the point is that no one is arguing that there is anything wrong with this	the point is that no one is arguing that there is anything wrong with this	p2	p1	Suggest	taskDrivenHm		point one anything	point one anything is is arguing is	is arguing that			Suggest	Binding	FPPbase
4128	4128	DID52	i am not arguing	i am not arguing	p1	p2	Disconfirm	taskDrivenHm		i	i am arguing	am not arguing			Disconfirm	Progressive	SPPbase
4129	4129	DID52	i simply did not understand you	i simply did not understand you	p1	p2	Propositionalquestion	taskDrivenHm		i	i you did understand	did not understand			Propositionalquestion	Binding	FPPbase
4130	4130	DID52	That is what i said	That is what i said	p2	p1	Confirm	taskDrivenHm		what i	That what i what is said				Confirm	Progressive	SPPbase
4131	4131	DID52	can you elaborate please	can you elaborate please	p1	p2	Request	taskDrivenHm		please	you can elaborate	can you elaborate			Request	Binding	FPPbase
4132	4132	DID52	if you are talking about me you are an idiot	if you are talking about me you are an idiot	p2	p1	Inform	taskDrivenHm		idiot	you you idiot are talking are	are talking about			Inform	Progressive	FPPinsert
4133	4133	DID52	you are quite offensive	you are quite offensive	p1	p2	Suggest	taskDrivenHm			you are				Suggest	Binding	FPPbase
4134	4134	DID52	of course you would not	of course you would not	p2	p1	Inform	taskDrivenHm		course	course you would				Inform	Progressive	FPPinsert
4135	4135	DID52	i am just saying that you are entitled to your opinion	i am just saying that you are entitled to your opinion	p2	p1	Confirm	taskDrivenHm		i opinion	i opinion am saying are entitled	am just saying are entitled to			Confirm	Progressive	SPPbase
4136	4136	DID52	then off mate	then off mate	p1	p2	Closing	taskDrivenHm		mate	mate 				Closing	CoOccur	SPPpost
4137	4137	DID52	you mean	you mean	p2	p1	Question	taskDrivenHm			you mean				Question	Binding	FPPbase
4138	4138	DID52	you do not understand what i am trying to say	you do not understand what i am trying to say	p2	p1	Suggest	taskDrivenHm		what i	you what i what do understand am trying say				Suggest	Binding	FPPbase
4139	4139	DID52	exactly	exactly	p1	p2	Answer	taskDrivenHm			 				Answer	Progressive	SPPbase
4140	4140	DID52	you do not even try	you do not even try	p1	p2	Suggest	taskDrivenHm			you do try	do not even			Suggest	Binding	FPPbase
4141	4141	DID52	you don not think someone who likes you and your mother is not interested in someone else	you don not think someone who likes you and your mother is not interested in someone else	p2	p1	Suggest	taskDrivenHm		someone who and mother someone	you someone who mother someone someone you don think likes is	don not think			Suggest	Binding	FPPbase
4142	4142	DID52	is it about the usa	is it about the usa	p2	p1	Question	taskDrivenHm		usa	it usa is				Question	Binding	FPPbase
4143	4143	DID52	the girl scouts of the usa is a not for profit organization	the girl scouts of the usa is a not for profit organization	p1	p2	Inform	taskDrivenHm		girl scouts usa a profit organization	girl scouts usa profit organization is				Inform	Progressive	FPPinsert
4144	4144	DID52	that is a branch of the scouting movement similar to the boy scouts of america except it is for girls	that is a branch of the scouting movement similar to the boy scouts of america except it is for girls	p1	p2	Interactionstructuring	taskDrivenHm		a branch movement boy scouts america girls	that branch movement boy scouts america it girls is scouting is				Interactionstructuring	Binding	FPPbase
4145	4145	DID52	i guess you probably will be interested in fraternities and sororities or investigator	i guess you probably will be interested in fraternities and sororities or investigator	p1	p2	Suggest	taskDrivenHm		i fraternities and sororities or investigator	i you fraternities sororities investigator guess will be	will be interested			Suggest	Binding	FPPbase
4146	4146	DID52	let us talk about classified information in the united states	let us talk about classified information in the united states	p2	p1	Suggest	taskDrivenHm		information states	us information states let talk				Suggest	Binding	FPPbase
4147	4147	DID52	ok	ok	p1	p2	Autonegative	taskDrivenHm		ok	 				Autonegative	CoOccur	SPPinsert
4148	4148	DID52	but	but	p1	p2	Turnkeep	taskDrivenHm		but	 				Turnkeep	CoOccur	FPPinsert
4149	4149	DID52	I don not know much about scouts	I don not know much about scouts	p1	p2	Addresssuggest	taskDrivenHm		I scouts	I scouts much don know	don not know			Addresssuggest	Binding	SPPbase
4150	4150	DID52	wow please my neck has no beard	wow please my neck has no beard	p2	p1	Autopositive	taskDrivenHm		wow please neck beard	neck beard beard has				Autopositive	CoOccur	SPPinsert
4151	4151	DID52	you are a bot dude	you are a bot dude	p1	p2	Inform	taskDrivenHm		a bot dude	you bot dude are				Inform	Progressive	FPPinsert
4152	4152	DID52	does not compute	does not compute	p2	p1	Disconfirm	taskDrivenHm			 does compute	does not compute			Disconfirm	Progressive	SPPbase
4153	4153	DID52	it happens	it happens	p1	p2	Inform	taskDrivenHm			it happens				Inform	Progressive	FPPinsert
4154	4154	DID52	I am gon na cry	I am gon na cry	p2	p1	Inform	taskDrivenHm		I	I am gon cry				Inform	Progressive	FPPinsert
4155	4155	DID52	do not try suicide as freddie said	do not try suicide as freddie said	p1	p2	Disconfirm	taskDrivenHm		suicide freddie	suicide freddie suicide do try said	do not try			Disconfirm	Progressive	SPPbase
4156	4156	DID52	perhaps	perhaps	p2	p1	Turntake	taskDrivenHm			 				Turntake	CoOccur	FPPinsert
4157	4157	DID52	it may turn out a sermon	it may turn out a sermon	p1	p2	Suggest	taskDrivenHm		a sermon	it sermon sermon may turn	may turn out			Suggest	Binding	FPPbase
4158	4158	DID52	sermon and there is a drowning pool song with this name	sermon and there is a drowning pool song with this name	p2	p1	Inform	taskDrivenHm		sermon and a pool song name	sermon pool song name is drowning				Inform	Progressive	FPPinsert
4159	4159	DID52	a good example is the best sermon	a good example is the best sermon	p1	p2	Acceptfeedback	taskDrivenHm		a example sermon	example sermon is				Acceptfeedback	Progressive	SPPinsert
4160	4160	DID52	You are wise	You are wise	p2	p1	Autopositive	taskDrivenHm			You are				Autopositive	CoOccur	SPPinsert
4161	4161	DID52	great men are not always wise	great men are not always wise	p1	p2	Inform	taskDrivenHm		men	men are				Inform	Progressive	FPPinsert
4162	4162	DID52	you are not great still wise	you are not great still wise	p2	p1	Confirm	taskDrivenHm			you are				Confirm	Progressive	SPPbase
4163	4163	DID52	what do you get when you cross a cat and a band	what do you get when you cross a cat and a band	p1	p2	Question	taskDrivenHm		what a cat and a band	what you you cat band what cat do get cross	do you get			Question	Binding	FPPbase
4164	4164	DID52	a bat	a bat	p2	p1	Answer	taskDrivenHm		a bat	bat 				Answer	Progressive	SPPbase
4165	4165	DID52	or work boots	or work boots	p1	p2	Suggest	taskDrivenHm		or work boots	work boots 				Suggest	Binding	FPPbase
4166	4166	DID52	hard	hard	p2	p1	Error	taskDrivenHm			 				Error	CoOccur	SPPinsert
4167	4167	DID52	life is hard and then you die	life is hard and then you die	p2	p1	Inform	taskDrivenHm		life and	life you is die				Inform	Progressive	FPPinsert
4168	4168	DID52	ok	ok	p1	p2	Autopositive	taskDrivenHm		ok	 				Autopositive	CoOccur	SPPinsert
4169	4169	DID52	bye then	bye then	p1	p2	Returngoodbye	taskDrivenHm		bye	 				Returngoodbye	Progressive	SPPpre
4170	4170	DID53	hello	hello	p2	p1	Initialgreeting	taskDrivenHm		hello	 				Initialgreeting	Binding	FPPpre
4171	4171	DID53	i hope you are doing well	i hope you are doing well	p2	p1	Inform	taskDrivenHm		i	i you hope are doing	are doing well			Inform	Progressive	FPPinsert
4172	4172	DID53	i am doing fantastic today	i am doing fantastic today	p2	p1	Inform	taskDrivenHm		i today	i today am doing	am doing fantastic			Inform	Progressive	FPPinsert
4173	4173	DID53	let me go through the article real quick and we will start talking about it	let me go through the article real quick and we will start talking about it	p2	p1	Suggest	taskDrivenHm		article and	me article we let go will start talking	will start talking			Suggest	Binding	FPPbase
4174	4174	DID53	are you done	are you done	p2	p1	Checkquestion	taskDrivenHm			 are done	are you done			Checkquestion	Binding	FPPbase
4175	4175	DID53	yes	yes	p1	p2	Answer	taskDrivenHm		yes	 				Answer	Progressive	SPPbase
4176	4176	DID53	nice what do you think about radar	nice what do you think about radar	p2	p1	Question	taskDrivenHm		what radar	what you radar what do think	do you think			Question	Binding	FPPbase
4177	4177	DID53	non	non	p1	p2	Autonegative	taskDrivenHm			 				Autonegative	CoOccur	SPPinsert
4178	4178	DID53	sad story	sad story	p2	p1	Inform	taskDrivenHm		story	story 				Inform	Progressive	FPPinsert
4179	4179	DID53	is this	is this	p1	p2	Question	taskDrivenHm			this is				Question	Binding	FPPbase
4180	4180	DID53	Yes	Yes	p2	p1	Confirm	taskDrivenHm		Yes	 				Confirm	Progressive	SPPbase
4181	4181	DID53	I think that radar is quite interesting invention of the humanity	I think that radar is quite interesting invention of the humanity	p2	p1	Suggest	taskDrivenHm		I radar invention humanity	I radar invention humanity think is				Suggest	Binding	FPPbase
4182	4182	DID53	yeah	yeah	p1	p2	Autopositive	taskDrivenHm		yeah	 				Autopositive	CoOccur	SPPinsert
4183	4183	DID53	this title you	this title you  	p1	p2	Error	taskDrivenHm		title 	title 				Error	CoOccur	SPPinsert
4184	4184	DID53	why are you so rude anybody there	why are you so rude anybody there	p2	p1	Question	taskDrivenHm		anybody	you anybody are				Question	Binding	FPPbase
4185	4185	DID53	humanity does awful things	humanity does awful things	p1	p2	Inform	taskDrivenHm		humanity things	humanity things things does				Inform	Progressive	FPPinsert
4186	4186	DID53	humanity does stupid things	humanity does stupid things	p1	p2	Inform	taskDrivenHm		humanity things	humanity things things does				Inform	Progressive	FPPinsert
4187	4187	DID53	then humanity does shit like this	then humanity does shit like this	p1	p2	Inform	taskDrivenHm		humanity shit	humanity shit does	does shit like			Inform	Progressive	FPPinsert
4188	4188	DID53	and i remember its not all bad	and i remember its not all bad	p1	p2	Confirm	taskDrivenHm		and i	i all remember				Confirm	Progressive	SPPbase
4189	4189	DID53	fingers crossed for a perfect landing	fingers crossed for a perfect landing	p1	p2	Suggest	taskDrivenHm		fingers a landing	fingers landing crossed				Suggest	Binding	FPPbase
4190	4190	DID53	do you hate humanity	do you hate humanity	p2	p1	Question	taskDrivenHm		humanity	you humanity humanity do hate	do you hate			Question	Binding	FPPbase
